Seq Title	Query Name	Query Length	Alignment Title	Alignment ID	Alignment Def	eValue	Coverage	Percent_ID	Alignment_Length	OG
Am_tu_Aint_XX_Transcript_18894_Len_689.pORF1_OG0001242.fa	Query_397041	489	ref|XP_643313.1| Regulatory myosin light chain [Dictyostelium discoideum AX4] >sp|P13833.1| RecName: Full=Myosin regulatory light chain; AltName: Full=RMLC [Dictyostelium discoideum] >gb|AAA33226.1| regulatory myosin light chain [Dictyostelium discoideum] >gb|EAL69338.1| Regulatory myosin light chain [Dictyostelium discoideum AX4]	ref|XP_643313.1|	Regulatory myosin light chain [Dictyostelium discoideum AX4] >sp|P13833.1| RecName: Full=Myosin regulatory light chain; AltName: Full=RMLC [Dictyostelium discoideum] >gb|AAA33226.1| regulatory myosin light chain [Dictyostelium discoideum] >gb|EAL69338.1| Regulatory myosin light chain [Dictyostelium discoideum AX4]	1.24532e-22	0.3312883435582822	0.38271604938271603	162	OG0001242.fa
Am_tu_Aint_XX_Transcript_18894_Len_689.pORF1_OG0001242.fa	Query_397041	489	ref|XP_036363190.1| neo-calmodulin-like [Octopus sinensis]	ref|XP_036363190.1|	neo-calmodulin-like [Octopus sinensis]	2.12625e-22	0.30265848670756645	0.40540540540540543	148	OG0001242.fa
Am_tu_Aint_XX_Transcript_18894_Len_689.pORF1_OG0001242.fa	Query_397041	489	ref|XP_014780626.1| PREDICTED: neo-calmodulin-like [Octopus bimaculoides]	ref|XP_014780626.1|	PREDICTED: neo-calmodulin-like [Octopus bimaculoides]	2.36874e-22	0.30265848670756645	0.40540540540540543	148	OG0001242.fa
Am_tu_Aint_XX_Transcript_18894_Len_689.pORF1_OG0001242.fa	Query_397041	489	emb|VFQ72294.1| unnamed protein product [Cuscuta campestris]	emb|VFQ72294.1|	unnamed protein product [Cuscuta campestris]	5.44503e-22	0.30265848670756645	0.3918918918918919	148	OG0001242.fa
Am_tu_Aint_XX_Transcript_18894_Len_689.pORF1_OG0001242.fa	Query_397041	489	gb|KYQ90700.1| Regulatory myosin light chain (RLC) [Tieghemostelium lacteum]	gb|KYQ90700.1|	Regulatory myosin light chain (RLC) [Tieghemostelium lacteum]	7.95845e-22	0.3312883435582822	0.3765432098765432	162	OG0001242.fa
Am_tu_Aint_XX_Transcript_18894_Len_689.pORF1_OG0001242.fa	Query_397041	489	gb|AFK42827.1| unknown [Lotus japonicus]	gb|AFK42827.1|	unknown [Lotus japonicus]	1.55163e-21	0.30265848670756645	0.38513513513513514	148	OG0001242.fa
Am_tu_Amsp_XX_Transcript_377_Len_2056.pORF1_OG0002749.fa	Query_541941	2001	emb|CUG91655.1| Hypothetical protein, putative [Bodo saltans]	emb|CUG91655.1|	Hypothetical protein, putative [Bodo saltans]	1.94391e-126	0.25787106446776614	0.43023255813953487	516	OG0002749.fa
Am_tu_Amsp_XX_Transcript_377_Len_2056.pORF1_OG0002749.fa	Query_541941	2001	emb|CUG91657.1| Hypothetical protein, putative, partial [Bodo saltans]	emb|CUG91657.1|	Hypothetical protein, putative, partial [Bodo saltans]	1.61531e-81	0.1679160419790105	0.4494047619047619	336	OG0002749.fa
Am_tu_Amsp_XX_Transcript_377_Len_2056.pORF1_OG0002749.fa	Query_541941	2001	emb|CEO97996.1| hypothetical protein PBRA_006110 [Plasmodiophora brassicae] >emb|SPQ96179.1| unnamed protein product [Plasmodiophora brassicae]	emb|CEO97996.1|	hypothetical protein PBRA_006110 [Plasmodiophora brassicae] >emb|SPQ96179.1| unnamed protein product [Plasmodiophora brassicae]	1.74341e-65	0.2518740629685157	0.3412698412698413	504	OG0002749.fa
Am_tu_Amsp_XX_Transcript_377_Len_2056.pORF1_OG0002749.fa	Query_541941	2001	gb|MBU1810484.1| tetratricopeptide repeat protein [Candidatus Omnitrophica bacterium]	gb|MBU1810484.1|	tetratricopeptide repeat protein [Candidatus Omnitrophica bacterium]	7.04448e-60	0.27786106946526734	0.3363309352517986	556	OG0002749.fa
Am_tu_Amsp_XX_Transcript_377_Len_2056.pORF1_OG0002749.fa	Query_541941	2001	gb|MBU1810484.1| tetratricopeptide repeat protein [Candidatus Omnitrophica bacterium]	gb|MBU1810484.1|	tetratricopeptide repeat protein [Candidatus Omnitrophica bacterium]	3.25605e-34	0.20089955022488756	0.31343283582089554	402	OG0002749.fa
Am_tu_Amsp_XX_Transcript_377_Len_2056.pORF1_OG0002749.fa	Query_541941	2001	gb|MBU0693257.1| PKD domain-containing protein [Candidatus Omnitrophica bacterium]	gb|MBU0693257.1|	PKD domain-containing protein [Candidatus Omnitrophica bacterium]	1.33934e-59	0.27786106946526734	0.3363309352517986	556	OG0002749.fa
Am_tu_Amsp_XX_Transcript_377_Len_2056.pORF1_OG0002749.fa	Query_541941	2001	gb|MBU0693257.1| PKD domain-containing protein [Candidatus Omnitrophica bacterium]	gb|MBU0693257.1|	PKD domain-containing protein [Candidatus Omnitrophica bacterium]	2.61834e-34	0.20089955022488756	0.31592039800995025	402	OG0002749.fa
Am_tu_Amsp_XX_Transcript_377_Len_2056.pORF1_OG0002749.fa	Query_541941	2001	gb|MBU1133740.1| PKD domain-containing protein [Candidatus Omnitrophica bacterium]	gb|MBU1133740.1|	PKD domain-containing protein [Candidatus Omnitrophica bacterium]	1.62201e-59	0.27786106946526734	0.3363309352517986	556	OG0002749.fa
Am_tu_Amsp_XX_Transcript_377_Len_2056.pORF1_OG0002749.fa	Query_541941	2001	gb|MBU1133740.1| PKD domain-containing protein [Candidatus Omnitrophica bacterium]	gb|MBU1133740.1|	PKD domain-containing protein [Candidatus Omnitrophica bacterium]	8.72868e-35	0.25087456271864067	0.2948207171314741	502	OG0002749.fa
Am_tu_Amsp_XX_Transcript_377_Len_2056.pORF1_OG0002749.fa	Query_541941	2001	gb|MBU0897136.1| PKD domain-containing protein [Candidatus Omnitrophica bacterium]	gb|MBU0897136.1|	PKD domain-containing protein [Candidatus Omnitrophica bacterium]	2.97012e-59	0.27786106946526734	0.3363309352517986	556	OG0002749.fa
Am_tu_Amsp_XX_Transcript_377_Len_2056.pORF1_OG0002749.fa	Query_541941	2001	gb|MBU0897136.1| PKD domain-containing protein [Candidatus Omnitrophica bacterium]	gb|MBU0897136.1|	PKD domain-containing protein [Candidatus Omnitrophica bacterium]	6.61918e-34	0.19890054972513743	0.314070351758794	398	OG0002749.fa
Am_tu_Amsp_XX_Transcript_377_Len_2056.pORF1_OG0002749.fa	Query_541941	2001	gb|MBU0878098.1| PKD domain-containing protein [Candidatus Omnitrophica bacterium]	gb|MBU0878098.1|	PKD domain-containing protein [Candidatus Omnitrophica bacterium]	3.26529e-59	0.27786106946526734	0.3363309352517986	556	OG0002749.fa
Am_tu_Amsp_XX_Transcript_377_Len_2056.pORF1_OG0002749.fa	Query_541941	2001	gb|MBU0878098.1| PKD domain-containing protein [Candidatus Omnitrophica bacterium]	gb|MBU0878098.1|	PKD domain-containing protein [Candidatus Omnitrophica bacterium]	5.8243e-37	0.25787106446776614	0.29844961240310075	516	OG0002749.fa
Am_tu_As02_XX_Transcript_3251_Len_746.pORF1_OG0004551.fa	Query_58337	507	gb|MBA6396613.1| hypothetical protein [Colwellia sp. BRX10-4]	gb|MBA6396613.1|	hypothetical protein [Colwellia sp. BRX10-4]	0.248322	0.26627218934911245	0.2740740740740741	135	OG0004551.fa
Am_tu_As02_XX_Transcript_3251_Len_746.pORF1_OG0004551.fa	Query_58337	507	gb|MCJ1266629.1| hypothetical protein [Lobaria immixta]	gb|MCJ1266629.1|	hypothetical protein [Lobaria immixta]	0.417133	0.2485207100591716	0.3253968253968254	126	OG0004551.fa
Am_tu_As02_XX_Transcript_3251_Len_746.pORF1_OG0004551.fa	Query_58337	507	ref|WP_182176543.1| hypothetical protein, partial [Colwellia sp. MB3u-55] >gb|MBA6254278.1| hypothetical protein [Colwellia sp. MB3u-55]	ref|WP_182176543.1|	hypothetical protein, partial [Colwellia sp. MB3u-55] >gb|MBA6254278.1| hypothetical protein [Colwellia sp. MB3u-55]	0.760493	0.22485207100591717	0.2807017543859649	114	OG0004551.fa
Am_tu_Amsp_XX_Transcript_5669_Len_759.pORF1_OG0002591.fa	Query_13593	708	ref|XP_004344104.1| tetratricopeptide repeat domain containing protein [Acanthamoeba castellanii str. Neff] >gb|ELR20701.1| tetratricopeptide repeat domain containing protein [Acanthamoeba castellanii str. Neff]	ref|XP_004344104.1|	tetratricopeptide repeat domain containing protein [Acanthamoeba castellanii str. Neff] >gb|ELR20701.1| tetratricopeptide repeat domain containing protein [Acanthamoeba castellanii str. Neff]	2.99283e-25	0.2387005649717514	0.3727810650887574	169	OG0002591.fa
Am_tu_Amsp_XX_Transcript_5669_Len_759.pORF1_OG0002591.fa	Query_13593	708	ref|XP_004367975.1| tetratricopeptide repeat domain containing protein [Acanthamoeba castellanii str. Neff] >gb|ELR25220.1| tetratricopeptide repeat domain containing protein [Acanthamoeba castellanii str. Neff]	ref|XP_004367975.1|	tetratricopeptide repeat domain containing protein [Acanthamoeba castellanii str. Neff] >gb|ELR25220.1| tetratricopeptide repeat domain containing protein [Acanthamoeba castellanii str. Neff]	2.71307e-22	0.2810734463276836	0.31155778894472363	199	OG0002591.fa
Am_tu_Amsp_XX_Transcript_5669_Len_759.pORF1_OG0002591.fa	Query_13593	708	gb|KAH3763191.1| Histidine kinase [Pelomyxa schiedti]	gb|KAH3763191.1|	Histidine kinase [Pelomyxa schiedti]	1.32345e-21	0.2810734463276836	0.33668341708542715	199	OG0002591.fa
Am_tu_Amsp_XX_Transcript_5669_Len_759.pORF1_OG0002591.fa	Query_13593	708	gb|KAF2075409.1| hypothetical protein CYY_003288 [Polysphondylium violaceum]	gb|KAF2075409.1|	hypothetical protein CYY_003288 [Polysphondylium violaceum]	6.36049e-21	0.307909604519774	0.30275229357798167	218	OG0002591.fa
Am_tu_Amsp_XX_Transcript_5669_Len_759.pORF1_OG0002591.fa	Query_13593	708	gb|KYQ93681.1| Rab GTPase domain-containing protein [Tieghemostelium lacteum]	gb|KYQ93681.1|	Rab GTPase domain-containing protein [Tieghemostelium lacteum]	1.10828e-18	0.307909604519774	0.29357798165137616	218	OG0002591.fa
Am_tu_Amsp_XX_Transcript_5669_Len_759.pORF1_OG0002591.fa	Query_13593	708	ref|XP_004366925.1| Rab GTPase domain-containing protein [Cavenderia fasciculata] >gb|EGG19942.1| Rab GTPase domain-containing protein [Cavenderia fasciculata]	ref|XP_004366925.1|	Rab GTPase domain-containing protein [Cavenderia fasciculata] >gb|EGG19942.1| Rab GTPase domain-containing protein [Cavenderia fasciculata]	3.76126e-18	0.268361581920904	0.3	190	OG0002591.fa
Am_tu_Amsp_XX_Transcript_5669_Len_759.pORF1_OG0002591.fa	Query_13593	708	ref|XP_003283235.1| hypothetical protein DICPUDRAFT_146844 [Dictyostelium purpureum] >gb|EGC40299.1| hypothetical protein DICPUDRAFT_146844 [Dictyostelium purpureum]	ref|XP_003283235.1|	hypothetical protein DICPUDRAFT_146844 [Dictyostelium purpureum] >gb|EGC40299.1| hypothetical protein DICPUDRAFT_146844 [Dictyostelium purpureum]	4.44656e-17	0.2853107344632768	0.3069306930693069	202	OG0002591.fa
Am_tu_Amsp_XX_Transcript_5669_Len_759.pORF1_OG0002591.fa	Query_13593	708	ref|XP_640497.1| Rab GTPase domain-containing protein [Dictyostelium discoideum AX4] >gb|EAL66472.1| Rab GTPase domain-containing protein [Dictyostelium discoideum AX4]	ref|XP_640497.1|	Rab GTPase domain-containing protein [Dictyostelium discoideum AX4] >gb|EAL66472.1| Rab GTPase domain-containing protein [Dictyostelium discoideum AX4]	8.54709e-17	0.2853107344632768	0.3069306930693069	202	OG0002591.fa
Am_tu_Aint_XX_Transcript_8439_Len_1395.pORF3_OG0000898.fa	Query_30109	1251	gb|PIK44166.1| SCO-spondin protein, partial [Apostichopus japonicus]	gb|PIK44166.1|	SCO-spondin protein, partial [Apostichopus japonicus]	0.00602911	0.12709832134292565	0.2893081761006289	159	OG0000898.fa
Am_tu_Aint_XX_Transcript_8439_Len_1395.pORF3_OG0000898.fa	Query_30109	1251	ref|XP_026713366.1| A disintegrin and metalloproteinase with thrombospondin motifs 9 isoform X3 [Athene cunicularia]	ref|XP_026713366.1|	A disintegrin and metalloproteinase with thrombospondin motifs 9 isoform X3 [Athene cunicularia]	0.020644	0.10551558752997602	0.26515151515151514	132	OG0000898.fa
Am_tu_Aint_XX_Transcript_8439_Len_1395.pORF3_OG0000898.fa	Query_30109	1251	emb|VBB28582.1| unnamed protein product [Acanthocheilonema viteae]	emb|VBB28582.1|	unnamed protein product [Acanthocheilonema viteae]	0.0459206	0.14788169464428458	0.2594594594594595	185	OG0000898.fa
Am_tu_Aint_XX_Transcript_8439_Len_1395.pORF3_OG0000898.fa	Query_30109	1251	ref|XP_002644988.1| Protein CBG10970, partial [Caenorhabditis briggsae] >emb|CAP30225.1| Protein CBG10970, partial [Caenorhabditis briggsae]	ref|XP_002644988.1|	Protein CBG10970, partial [Caenorhabditis briggsae] >emb|CAP30225.1| Protein CBG10970, partial [Caenorhabditis briggsae]	0.0515301	0.13029576338928858	0.294478527607362	163	OG0000898.fa
Am_tu_Aint_XX_Transcript_8439_Len_1395.pORF3_OG0000898.fa	Query_30109	1251	gb|KAI6660106.1| Zinc metalloproteinase nas-14-like [Oopsacas minuta]	gb|KAI6660106.1|	Zinc metalloproteinase nas-14-like [Oopsacas minuta]	0.0635269	0.10871302957633892	0.27941176470588236	136	OG0000898.fa
Am_tu_Aint_XX_Transcript_8439_Len_1395.pORF3_OG0000898.fa	Query_30109	1251	ref|XP_044157076.1| LOW QUALITY PROTEIN: A disintegrin and metalloproteinase with thrombospondin motifs 9 [Bufo gargarizans]	ref|XP_044157076.1|	LOW QUALITY PROTEIN: A disintegrin and metalloproteinase with thrombospondin motifs 9 [Bufo gargarizans]	0.0938581	0.09672262190247802	0.2809917355371901	121	OG0000898.fa
Am_tu_Aint_XX_Transcript_8439_Len_1395.pORF3_OG0000898.fa	Query_30109	1251	ref|XP_040262533.1| A disintegrin and metalloproteinase with thrombospondin motifs 9 isoform X1 [Bufo bufo] >ref|XP_040262534.1| A disintegrin and metalloproteinase with thrombospondin motifs 9 isoform X1 [Bufo bufo]	ref|XP_040262533.1|	A disintegrin and metalloproteinase with thrombospondin motifs 9 isoform X1 [Bufo bufo] >ref|XP_040262534.1| A disintegrin and metalloproteinase with thrombospondin motifs 9 isoform X1 [Bufo bufo]	0.0938581	0.09672262190247802	0.2809917355371901	121	OG0000898.fa
Am_tu_Aint_XX_Transcript_8439_Len_1395.pORF3_OG0000898.fa	Query_30109	1251	ref|XP_040262536.1| A disintegrin and metalloproteinase with thrombospondin motifs 9 isoform X2 [Bufo bufo]	ref|XP_040262536.1|	A disintegrin and metalloproteinase with thrombospondin motifs 9 isoform X2 [Bufo bufo]	0.0948916	0.09672262190247802	0.2809917355371901	121	OG0000898.fa
Am_tu_Aint_XX_Transcript_12142_Len_1084.pORF1_OG0000185.fa	Query_23451	492	emb|CAA0814973.1| Carbohydrate-binding X8 domain superfamily protein [Striga hermonthica]	emb|CAA0814973.1|	Carbohydrate-binding X8 domain superfamily protein [Striga hermonthica]	1.76147e-12	0.16260162601626016	0.4375	80	OG0000185.fa
Am_tu_Aint_XX_Transcript_12142_Len_1084.pORF1_OG0000185.fa	Query_23451	492	dbj|GER27445.1| carbohydrate-binding X8 domain superfamily protein [Striga asiatica]	dbj|GER27445.1|	carbohydrate-binding X8 domain superfamily protein [Striga asiatica]	2.47069e-12	0.1524390243902439	0.4533333333333333	75	OG0000185.fa
Am_tu_Aint_XX_Transcript_12142_Len_1084.pORF1_OG0000185.fa	Query_23451	492	gb|MCL7040862.1| hypothetical protein [Papaver nudicaule]	gb|MCL7040862.1|	hypothetical protein [Papaver nudicaule]	5.16814e-12	0.14634146341463414	0.4166666666666667	72	OG0000185.fa
Am_tu_Aint_XX_Transcript_12142_Len_1084.pORF1_OG0000185.fa	Query_23451	492	gb|KAH9622835.1| hypothetical protein KSS87_017014 [Heliosperma pusillum]	gb|KAH9622835.1|	hypothetical protein KSS87_017014 [Heliosperma pusillum]	1.28946e-11	0.15040650406504066	0.44594594594594594	74	OG0000185.fa
Am_tu_Aint_XX_Transcript_12142_Len_1084.pORF1_OG0000185.fa	Query_23451	492	gb|KAF1872935.1| hypothetical protein Lal_00016041 [Lupinus albus]	gb|KAF1872935.1|	hypothetical protein Lal_00016041 [Lupinus albus]	1.82643e-11	0.15447154471544716	0.4868421052631579	76	OG0000185.fa
Am_tu_Aint_XX_Transcript_12142_Len_1084.pORF1_OG0000185.fa	Query_23451	492	ref|XP_039047081.1| uncharacterized protein LOC120187435 isoform X2 [Hibiscus syriacus]	ref|XP_039047081.1|	uncharacterized protein LOC120187435 isoform X2 [Hibiscus syriacus]	2.02368e-11	0.18495934959349594	0.42857142857142855	91	OG0000185.fa
Am_tu_Aint_XX_Transcript_12142_Len_1084.pORF1_OG0000185.fa	Query_23451	492	gb|KAG0556971.1| hypothetical protein KC19_11G091900 [Ceratodon purpureus]	gb|KAG0556971.1|	hypothetical protein KC19_11G091900 [Ceratodon purpureus]	6.52068e-11	0.16056910569105692	0.4177215189873418	79	OG0000185.fa
Am_tu_Aint_XX_Transcript_12142_Len_1084.pORF1_OG0000185.fa	Query_23451	492	gb|KAG0601164.1| hypothetical protein M758_11G088900 [Ceratodon purpureus]	gb|KAG0601164.1|	hypothetical protein M758_11G088900 [Ceratodon purpureus]	6.79657e-11	0.16056910569105692	0.4177215189873418	79	OG0000185.fa
Am_tu_Aint_XX_Transcript_9198_Len_1324.pORF1_OG0002058.fa	Query_54495	1251	gb|KAH3756721.1| hypothetical protein Pelo_11490 [Pelomyxa schiedti]	gb|KAH3756721.1|	hypothetical protein Pelo_11490 [Pelomyxa schiedti]	8.93271e-75	0.2597921662669864	0.4123076923076923	325	OG0002058.fa
Am_tu_Aint_XX_Transcript_9198_Len_1324.pORF1_OG0002058.fa	Query_54495	1251	gb|KAH3767557.1| hypothetical protein Pelo_586 [Pelomyxa schiedti]	gb|KAH3767557.1|	hypothetical protein Pelo_586 [Pelomyxa schiedti]	2.18273e-74	0.2478017585931255	0.42258064516129035	310	OG0002058.fa
Am_tu_Aint_XX_Transcript_9198_Len_1324.pORF1_OG0002058.fa	Query_54495	1251	ref|XP_004989320.1| uncharacterized protein PTSG_09956 [Salpingoeca rosetta] >gb|EGD79235.1| hypothetical protein PTSG_09956 [Salpingoeca rosetta]	ref|XP_004989320.1|	uncharacterized protein PTSG_09956 [Salpingoeca rosetta] >gb|EGD79235.1| hypothetical protein PTSG_09956 [Salpingoeca rosetta]	1.18492e-30	0.2302158273381295	0.3125	288	OG0002058.fa
Am_tu_Aint_XX_Transcript_9198_Len_1324.pORF1_OG0002058.fa	Query_54495	1251	emb|CAE7255728.1| unnamed protein product, partial [Symbiodinium natans]	emb|CAE7255728.1|	unnamed protein product, partial [Symbiodinium natans]	9.49353e-19	0.23421262989608313	0.2593856655290102	293	OG0002058.fa
Am_tu_Aint_XX_Transcript_9198_Len_1324.pORF1_OG0002058.fa	Query_54495	1251	emb|CAE7940561.1| unnamed protein product, partial [Symbiodinium sp. KB8]	emb|CAE7940561.1|	unnamed protein product, partial [Symbiodinium sp. KB8]	5.00104e-18	0.2270183852917666	0.2711267605633803	284	OG0002058.fa
Am_tu_Aint_XX_Transcript_9198_Len_1324.pORF1_OG0002058.fa	Query_54495	1251	emb|CAE6921858.1| unnamed protein product [Symbiodinium sp. CCMP2592]	emb|CAE6921858.1|	unnamed protein product [Symbiodinium sp. CCMP2592]	1.21024e-16	0.2270183852917666	0.2676056338028169	284	OG0002058.fa
Am_tu_Aint_XX_Transcript_9198_Len_1324.pORF1_OG0002058.fa	Query_54495	1251	emb|CAE7777597.1| unnamed protein product [Symbiodinium sp. CCMP2456]	emb|CAE7777597.1|	unnamed protein product [Symbiodinium sp. CCMP2456]	5.29451e-16	0.23261390887290168	0.2611683848797251	291	OG0002058.fa
Am_tu_Aint_XX_Transcript_9198_Len_1324.pORF1_OG0002058.fa	Query_54495	1251	emb|CAE7837276.1| rsmF [Symbiodinium microadriaticum]	emb|CAE7837276.1|	rsmF [Symbiodinium microadriaticum]	1.01801e-14	0.23741007194244604	0.26262626262626265	297	OG0002058.fa
Am_tu_Aint_XX_Transcript_22827_Len_532.pORF1_OG0003219.fa	Query_18625	444	ref|WP_180099973.1| hypothetical protein [Acinetobacter sp. YH12153]	ref|WP_180099973.1|	hypothetical protein [Acinetobacter sp. YH12153]	1.04422	0.16891891891891891	0.28	75	OG0003219.fa
Am_tu_As01_XX_Transcript_11422_Len_406.pORF1_OG0004910.fa	Query_23463	309	emb|CAH1116790.1| unnamed protein product [Phaedon cochleariae]	emb|CAH1116790.1|	unnamed protein product [Phaedon cochleariae]	0.00552335	0.2977346278317152	0.391304347826087	92	OG0004910.fa
Am_tu_As01_XX_Transcript_11422_Len_406.pORF1_OG0004910.fa	Query_23463	309	gb|KAI8984599.1| hypothetical protein BDF20DRAFT_860807 [Mycotypha africana]	gb|KAI8984599.1|	hypothetical protein BDF20DRAFT_860807 [Mycotypha africana]	0.148796	0.07119741100323625	0.7272727272727273	22	OG0004910.fa
Am_tu_As01_XX_Transcript_11422_Len_406.pORF1_OG0004910.fa	Query_23463	309	gb|KAG5894939.1| hypothetical protein JTB14_023288 [Gonioctena quinquepunctata]	gb|KAG5894939.1|	hypothetical protein JTB14_023288 [Gonioctena quinquepunctata]	0.516549	0.2977346278317152	0.358695652173913	92	OG0004910.fa
Am_tu_Aint_XX_Transcript_15228_Len_885.pORF1_OG0004690.fa	Query_10447	798	gb|KAG0236453.1| hypothetical protein BGX31_003948 [Mortierella sp. GBA43] >gb|KAI8347417.1| hypothetical protein B0O80DRAFT_465598 [Mortierella sp. GBAus27b]	gb|KAG0236453.1|	hypothetical protein BGX31_003948 [Mortierella sp. GBA43] >gb|KAI8347417.1| hypothetical protein B0O80DRAFT_465598 [Mortierella sp. GBAus27b]	8.79064e-16	0.24937343358395989	0.2814070351758794	199	OG0004690.fa
Am_tu_Aint_XX_Transcript_15228_Len_885.pORF1_OG0004690.fa	Query_10447	798	gb|KAG0554884.1| hypothetical protein KC19_12G128000 [Ceratodon purpureus]	gb|KAG0554884.1|	hypothetical protein KC19_12G128000 [Ceratodon purpureus]	1.61336e-14	0.3458646616541353	0.2753623188405797	276	OG0004690.fa
Am_tu_Aint_XX_Transcript_15228_Len_885.pORF1_OG0004690.fa	Query_10447	798	gb|KAG0599132.1| hypothetical protein M758_12G130800 [Ceratodon purpureus]	gb|KAG0599132.1|	hypothetical protein M758_12G130800 [Ceratodon purpureus]	2.84103e-14	0.3458646616541353	0.2717391304347826	276	OG0004690.fa
Am_tu_Aint_XX_Transcript_15228_Len_885.pORF1_OG0004690.fa	Query_10447	798	ref|NP_593257.1| RNA-binding protein Vip1 [Schizosaccharomyces pombe] >sp|P87216.1| RecName: Full=Protein vip1 [Schizosaccharomyces pombe 972h-] >emb|CAA15719.1| RNA-binding protein Vip1 [Schizosaccharomyces pombe] >emb|CAA73975.1| Vip1 protein [Schizosaccharomyces pombe]	ref|NP_593257.1|	RNA-binding protein Vip1 [Schizosaccharomyces pombe] >sp|P87216.1| RecName: Full=Protein vip1 [Schizosaccharomyces pombe 972h-] >emb|CAA15719.1| RNA-binding protein Vip1 [Schizosaccharomyces pombe] >emb|CAA73975.1| Vip1 protein [Schizosaccharomyces pombe]	4.59063e-14	0.3408521303258145	0.2977941176470588	272	OG0004690.fa
Am_tu_Aint_XX_Transcript_15228_Len_885.pORF1_OG0004690.fa	Query_10447	798	gb|KAF9958984.1| hypothetical protein BGZ65_000995 [Modicella reniformis]	gb|KAF9958984.1|	hypothetical protein BGZ65_000995 [Modicella reniformis]	6.70584e-14	0.29448621553884713	0.2936170212765957	235	OG0004690.fa
